"Description","Media Serial","Region","File","Size","MD5","CRC32"
"Ongaku Tsukuru Kanadeeru (Japan)","","","Ongaku Tsukuru Kanadeeru (Japan).sfc","1048576","5797C69FDC9E92284089128D6794EFE4","C79C123F"
"Onizuka Katsuya Super Virtual Boxing - Shin Kentou Ou Densetsu (Japan)","","","Onizuka Katsuya Super Virtual Boxing - Shin Kentou Ou Densetsu (Japan).sfc","1048576","BA7823365759286912B95CD4156445C8","F0C936E5"
"Oomono Black Bass Fishing - Jinzouko Hen (Japan)","","","Oomono Black Bass Fishing - Jinzouko Hen (Japan).sfc","2097152","49E61BAACE9D0D2ABB71A21439A0A79C","CD2A1A67"
"Oonita Atsushi FMW (Japan)","","","Oonita Atsushi FMW (Japan).sfc","1572864","385CF0EF90E18F8658FD8B15853FD95A","88B2DA36"
"Oonita Atsushi FMW (Japan) (Beta)","","","Oonita Atsushi FMW (Japan) (Beta).sfc","1572864","CAF70B20AECD0001D65FFA0550F30365","55581328"
"Oozumou Spirits (Japan)","","","Oozumou Spirits (Japan).sfc","1048576","C45215A3AD7F1E8581ACA7F4982F6E1B","F78B76E9"
"Operation Europe - Path to Victory 1939-45 (USA)","SNS-YP-USA","USA","Operation Europe - Path to Victory 1939-45 (USA).sfc","1310720","0EEE67AF3D35A1654C2343911FE529A1","F84C2BB6"
"Operation Logic Bomb - The Ultimate Search & Destroy (Europe)","","","Operation Logic Bomb - The Ultimate Search & Destroy (Europe).sfc","1048576","DC4127B47DC79C99C960D06CD4364912","0F956136"
"Operation Logic Bomb - The Ultimate Search & Destroy (USA)","","USA","Operation Logic Bomb - The Ultimate Search & Destroy (USA).sfc","1048576","B0344723A1A2AF7FF4FE9D46E57D2180","65BBE8B4"
"Operation Logic Bomb - The Ultimate Search & Destroy (USA)","SNS-IY-USA","USA","Operation Logic Bomb - The Ultimate Search & Destroy (USA).sfc","1048576","B0344723A1A2AF7FF4FE9D46E57D2180","65BBE8B4"
"Operation Starfi5h (Europe)","","","Operation Starfi5h (Europe).sfc","2097152","9DF7471059E5BDD708F1E868142F02B6","9D3E313F"
"Operation Thunderbolt (USA)","","USA","Operation Thunderbolt (USA).sfc","1310720","BE4F6B60A2CE518BA46C9F33E4FA0FF5","3042B049"
"Operation Thunderbolt (USA)","SNS-36-USA","USA","Operation Thunderbolt (USA).sfc","1310720","BE4F6B60A2CE518BA46C9F33E4FA0FF5","3042B049"
"Oraga Land Shusai - Best Farmer Shuukakusai (Japan)","","","Oraga Land Shusai - Best Farmer Shuukakusai (Japan).sfc","524288","B571F6EDC8ABC65AADB9BCA55C9E1B87","32A4612F"
"Oraga Land Shusai - Best Farmer Shuukakusai (Japan) (Sample)","","","Oraga Land Shusai - Best Farmer Shuukakusai (Japan) (Sample).sfc","524288","0980981D212FCAE1933B6296CD37BD8A","27CED447"
"Oscar (Europe)","","","Oscar (Europe).sfc","524288","447D7B149F1838DEEDAB1873A9CDA1D6","B458FDBC"
"Oscar (USA)","","USA","Oscar (USA).sfc","524288","9CBBA211206B477E31A45C3C2A122708","CDF463C0"
"Oscar (USA)","SNS-AOZE-USA","USA","Oscar (USA).sfc","524288","9CBBA211206B477E31A45C3C2A122708","CDF463C0"
"Ossu!! Karate-bu (Japan)","","","Ossu!! Karate-bu (Japan).sfc","2621440","083AE1571A3A660E8FE630D8E614BBE4","B4ECD206"
"Othello World (Japan)","SHVC-TO","Japan","Othello World (Japan).sfc","1048576","92790593E896DC5B3892C7468A42E74B","1345ED19"
"Otoboke Ninja Colosseum (Japan)","","","Otoboke Ninja Colosseum (Japan).sfc","1048576","BDD633E89898384C840EFBB847AF63CD","ADE02A40"
"Otogirisou (Japan)","","","Otogirisou (Japan).sfc","1048576","AE1E9C92D0B7E6DBA6C6007D99C9C3F4","8E4BEFD0"
"Ou-chan no Oekaki Logic (Japan)","","","Ou-chan no Oekaki Logic (Japan).sfc","524288","D193B7EE202B26C11EAA0ECBCE03BA38","9A5F2955"
"Out of this World (USA)","SNS-TW-USA","USA","Out of this World (USA).sfc","1048576","8B8ACDEC1C2345477DDEC5516413C2A1","5F40A869"
"Out of this World (USA) (Beta)","","","Out of this World (USA) (Beta).sfc","1048576","8AA1C998FA5BF6CEEA82174ED0D1A99C","CC665B17"
"Out to Lunch (USA)","","USA","Out to Lunch (USA).sfc","1048576","5B795B62C101C12026257644FD813359","3D0C8974"
"Out to Lunch (USA)","SNS-P8-USA","USA","Out to Lunch (USA).sfc","1048576","5B795B62C101C12026257644FD813359","3D0C8974"
"Outer World (Japan)","","","Outer World (Japan).sfc","1048576","E5780316D3969260A93668A267685547","8D004DBB"
"Outlander (Europe)","SNSP-LD-UKV","Europe","Outlander (Europe).sfc","1048576","118A9A4B87E7FF79A6F5346670752D54","5822A4E1"
"Outlander (USA)","SNS-LD-USA","USA","Outlander (USA).sfc","1048576","8AE0A302B1312691AEE276B91E9714BF","A978B36F"
"P-Man (Japan)","","","P-Man (Japan).sfc","1048576","146C7CD073165C271B6EB09E032F91E9","C4F299B5"
"P.T.O. - Pacific Theater of Operations (USA)","SNS-TK-USA","USA","P.T.O. - Pacific Theater of Operations (USA).sfc","1310720","31C4A72FCF0D62BBF104F466308024EB","E51BBAC8"
"P.T.O. II - Pacific Theater of Operations (USA)","SNS-ATEE-USA","USA","P.T.O. II - Pacific Theater of Operations (USA).sfc","3145728","A4625E6F8CEC21D11998FB3763C08937","A614D268"
"Pac-Attack (Europe)","SNSP-P9-UKV","Europe","Pac-Attack (Europe).sfc","524288","28584F11A658883E23C01DF728645023","79941300"
"Pac-Attack (USA)","SNS-P9-USA","USA","Pac-Attack (USA).sfc","524288","DD7DAC19618D89C1735885B65A1EFCDD","191B1A19"
"Pac-In-Time (Europe)","","","Pac-In-Time (Europe).sfc","1048576","78FA69FF44EE2F6AAF0808057ECF5B40","348BE5CA"
"Pac-In-Time (Europe) (Beta)","","","Pac-In-Time (Europe) (Beta).sfc","1048576","CA3AAD5E1E9FBD8FF2C477BD01E188E2","98AF5DE4"
"Pac-In-Time (Japan)","","","Pac-In-Time (Japan).sfc","1048576","60455599FB4C31C28033D786BAD106C1","BB6B3B1F"
"Pac-In-Time (USA)","","USA","Pac-In-Time (USA).sfc","1048576","1269EEADE22C26680798ED6A4262D73C","44375368"
"Pac-In-Time (USA)","SNS-APTE-USA","USA","Pac-In-Time (USA).sfc","1048576","1269EEADE22C26680798ED6A4262D73C","44375368"
"Pac-Man 2 - The New Adventures (Europe)","","","Pac-Man 2 - The New Adventures (Europe).sfc","1572864","91F73099D4117DDDC93A435A5149F8F0","51C8A0EB"
"Pac-Man 2 - The New Adventures (France)","","","Pac-Man 2 - The New Adventures (France).sfc","1572864","7A59016E163998CC7A487D49BE235417","30478A49"
"Pac-Man 2 - The New Adventures (Germany)","","","Pac-Man 2 - The New Adventures (Germany).sfc","1572864","0E63F85594B7BB335F0676D624A5C01A","DF6A092D"
"Pac-Man 2 - The New Adventures (USA)","","USA","Pac-Man 2 - The New Adventures (USA).sfc","1572864","ED318BA5888F6E50851F166FEE7023E2","9FC62BCC"
"Pac-Man 2 - The New Adventures (USA)","SNS-25-USA","USA","Pac-Man 2 - The New Adventures (USA).sfc","1572864","ED318BA5888F6E50851F166FEE7023E2","9FC62BCC"
"Pachi-Slot Gambler (Japan)","","","Pachi-Slot Gambler (Japan).sfc","1048576","97855B5EF7868F641D5BD5EA215C37FE","B0C89EC1"
"Pachi-Slot Kanzen Kouryaku - Universal Shindai Nyuuka Volume 1 (Japan)","","","Pachi-Slot Kanzen Kouryaku - Universal Shindai Nyuuka Volume 1 (Japan).sfc","524288","B31A792E3BBBCB9FB64C080557A92DC5","A9C26CA1"
"Pachi-Slot Kenkyuu (Japan)","SHVC-77","Japan","Pachi-Slot Kenkyuu (Japan).sfc","524288","301C8F423C30EEA1708B294C28B9D612","0D5BD100"
"Pachi-Slot Land - Pachipachi Coin no Densetsu (Japan)","","","Pachi-Slot Land - Pachipachi Coin no Densetsu (Japan).sfc","524288","C5C42BD54048EB34DBF9838542F429BA","BA2DD0BC"
"Pachi-Slot Love Story (Japan)","SHVC-P5","Japan","Pachi-Slot Love Story (Japan).sfc","1048576","A45498E3E5447A4552B574DE99B8D015","8AED15DD"
"Pachi-Slot Monogatari - PAL Kougyou Special (Japan)","","","Pachi-Slot Monogatari - PAL Kougyou Special (Japan).sfc","1310720","78C0B329757D2C0850A1AEB9CE5727B6","9EB5C153"
"Pachi-Slot Monogatari - Universal Special (Japan)","","","Pachi-Slot Monogatari - Universal Special (Japan).sfc","1048576","FA402E92DB8197F56BAAF156C0B58A12","E47E4AB2"
"Pachinko Challenger (Japan)","","","Pachinko Challenger (Japan).sfc","1048576","6F794078FB7D428D4F842B23DC1E941C","0BF543BF"
"Pachinko Fan - Shouri Sengen (Japan)","","","Pachinko Fan - Shouri Sengen (Japan).sfc","1048576","CFE449F8D7DF1300D64C180C4BC51E58","4F560DCA"
"Pachinko Maruhi Hisshouhou (Japan)","SHVC-APKJ-JPN","Japan","Pachinko Maruhi Hisshouhou (Japan).sfc","1048576","2E215AFEDD60988ABB043F4A7F5E10F4","F7047C67"
"Pachinko Monogatari - Pachi-Slot mo Aru deyo!! (Japan)","","","Pachinko Monogatari - Pachi-Slot mo Aru deyo!! (Japan).sfc","1048576","4F408FC82BBCD06D5C69D86F750CE1FB","6C901862"
"Pachinko Monogatari 2 - Nagoya Shachihoko no Teiou (Japan)","","","Pachinko Monogatari 2 - Nagoya Shachihoko no Teiou (Japan).sfc","1572864","9A59B1234E9544D785344C6C140CB261","B8B25F4A"
"Pachinko Ren-chan Tengoku - Super CR Special (Japan)","","","Pachinko Ren-chan Tengoku - Super CR Special (Japan).sfc","524288","2888844833675473D01A70AD186EBF0A","012C80BD"
"Pachinko Tetsujin - Nanaban Shoubu (Japan)","","","Pachinko Tetsujin - Nanaban Shoubu (Japan).sfc","1572864","7B9F09FA8323959B56E43880B23FA43A","A1EBB364"
"Pachinko Wars (Japan)","","","Pachinko Wars (Japan).sfc","1048576","D454BA5FB7384801C70785A8C48B3B0A","8CE8A4EB"
"Pachinko Wars II (Japan)","","","Pachinko Wars II (Japan).sfc","1048576","5BD9D0D8FED345E1D3A6B8D69A3B1C53","8C765DA9"
"Pachio-kun Special (Japan)","SHVC-PA","Japan","Pachio-kun Special (Japan).sfc","1048576","5EA62C13FDD3E01E5DA6492F299EC6D5","34FF17B3"
"Pachio-kun Special 2 (Japan)","","","Pachio-kun Special 2 (Japan).sfc","1048576","13E41C703AF55BC4F40CE2C0A79A193B","8F163DC1"
"Pachio-kun Special 3 (Japan)","","","Pachio-kun Special 3 (Japan).sfc","1048576","F7B7B50EC4BC04F694AC2B68F2C48A7D","3449DE71"
"Packy & Marlon (USA) (En,Fr,Es)","SNS-APYE-USA","USA","Packy & Marlon (USA) (En,Fr,Es).sfc","1048576","80D91F6EEDAF3F3F4F34398AEBBE183D","BAB26E9C"
"Pagemaster, The (Europe)","SNSP-APMP-EUR","Europe","Pagemaster, The (Europe).sfc","2097152","4E26F72E5879C5A4BC56C01B4DD9F622","3C42A7B6"
"Pagemaster, The (USA)","SNS-APME-USA","USA","Pagemaster, The (USA).sfc","2097152","46FBDEBB1227B6068D7A44F03A0F04A4","26C38EEE"
"Pagemaster, The (USA) (Beta 1)","","USA","Pagemaster, The (USA) (Beta 1).sfc","2097152","693816E8888D3F1A04623051F9E9BEE9","6F2C46C6"
"Pagemaster, The (USA) (Beta 1)","","USA","Pagemaster, The (USA) (Beta 1).sfc","2097152","E9CA5E54CFF72F704CE4497A3F219F0C","0DF6088B"
"Pagemaster, The (USA) (Beta 1)","","","Pagemaster, The (USA) (Beta 1).sfc","2097152","8FFB34564887D2014A989DE7F2D41180","209B2799"
"Pagemaster, The (USA) (Beta 2)","","USA","Pagemaster, The (USA) (Beta 2).sfc","2097152","91715D171B6ADA6EC636BDCDB6976CF8","A251B8BF"
"Paladin's Quest (USA)","","USA","Paladin's Quest (USA).sfc","1572864","96E0F7D8BECB6C203BDE703C02A60122","37FE8126"
"Paladin's Quest (USA)","SNS-LN-USA","USA","Paladin's Quest (USA).sfc","1572864","96E0F7D8BECB6C203BDE703C02A60122","37FE8126"
"Panel de Pon (Japan)","","Japan","Panel de Pon (Japan).sfc","1048576","CE9B7F3572867F3C1C6FF889B02A63A4","14D70786"
"Panic in Nakayoshi World (Japan)","","Japan","Panic in Nakayoshi World (Japan).sfc","524288","340AC051810666F085165F8913E0BA79","7AC3C0C6"
"Paperboy 2 (Europe)","SNSP-P2-UKV","Europe","Paperboy 2 (Europe).sfc","524288","0804A1CFA0DDCA79F566BDCCC987A036","282611CD"
"Paperboy 2 (USA)","SNS-P2-USA","USA","Paperboy 2 (USA).sfc","524288","55112A9E516A1D74EB4F446588616C85","C85AA66A"
"Parame ROM Cassette Vol. 1 (Japan) (Unl)","N/A","Japan","Parame ROM Cassette Vol. 1 (Japan) (Unl).sfc","524288","A270B6477EB1449C6B89D3E9BD9C3993","4C4BC223"
"Parame ROM Cassette Vol. 2 (Japan) (Unl)","N/A","Japan","Parame ROM Cassette Vol. 2 (Japan) (Unl).sfc","524288","3B2144F9EAC61D678ECAA6F23A28A476","DCF534F1"
"Parame ROM Cassette Vol. 3 (Japan) (Unl)","N/A","Japan","Parame ROM Cassette Vol. 3 (Japan) (Unl).sfc","262144","540D40B3C9D5C981362FB85E52C61372","9F14E993"
"Parame ROM Cassette Vol. 4 (Japan) (Unl)","N/A","Japan","Parame ROM Cassette Vol. 4 (Japan) (Unl).sfc","262144","97D1DA4BB6FBC96586F062EC06BCB082","9A30C538"
"Parame ROM Cassette Vol. 5 (Japan) (Unl)","N/A","Japan","Parame ROM Cassette Vol. 5 (Japan) (Unl).sfc","262144","44C1D40E591CF402B050A23DC4AD4353","69150D4C"
"Parlor! Mini - Pachinko Jikki Simulation Game (Japan)","SHVC-AQAJ-JPN","Japan","Parlor! Mini - Pachinko Jikki Simulation Game (Japan).sfc","1048576","3F228EE1F2BF7AB18B3726A6C5E5C3D6","836E5194"
"Parlor! Mini - Pachinko Jikki Simulation Game (Japan) (Rev 1)","","","Parlor! Mini - Pachinko Jikki Simulation Game (Japan) (Rev 1).sfc","1048576","65AC01F88D06A19C99FFEAE1AD8C39EA","0E43E135"
"Parlor! Mini 2 - Pachinko Jikki Simulation Game (Japan)","","","Parlor! Mini 2 - Pachinko Jikki Simulation Game (Japan).sfc","1048576","B538E4882C1E36BBC386E6C66D106E91","30FC693D"
"Parlor! Mini 3 - Pachinko Jikki Simulation Game (Japan)","SHVC-AQVJ-JPN","Japan","Parlor! Mini 3 - Pachinko Jikki Simulation Game (Japan).sfc","1048576","5AD091FC2BC2027A48630ACB551A7FF8","55B93658"
"Parlor! Mini 4 - Pachinko Jikki Simulation Game (Japan)","SHVC-AQXJ-JPN","Japan","Parlor! Mini 4 - Pachinko Jikki Simulation Game (Japan).sfc","1572864","CA70B0AEECB75388416D09DD863DF05E","1513ACB8"
"Parlor! Mini 5 - Pachinko Jikki Simulation Game (Japan)","","","Parlor! Mini 5 - Pachinko Jikki Simulation Game (Japan).sfc","1048576","6DD94E6497B013EDBA7BAA1C38D631EB","3571F873"
"Parlor! Mini 6 - Pachinko Jikki Simulation Game (Japan)","","","Parlor! Mini 6 - Pachinko Jikki Simulation Game (Japan).sfc","1048576","44558A455B9B67DEF21556E2FF2B4412","18B6820B"
"Parlor! Mini 7 - Pachinko Jikki Simulation Game (Japan)","","","Parlor! Mini 7 - Pachinko Jikki Simulation Game (Japan).sfc","1048576","80DC439AA9A7BDBF1A8A81C6481E37C4","54E92C91"
"Parlor! Parlor! (Japan)","SHVC-APXJ-JPN","Japan","Parlor! Parlor! (Japan).sfc","2097152","ACFFE81652ADA62E58B079F9BFFB6FF4","2EA12170"
"Parlor! Parlor! 2 (Japan)","SHVC-AIPJ-JPN","Japan","Parlor! Parlor! 2 (Japan).sfc","2097152","8A7ABD1E15A7792E77CF4E58D9FE3C5A","05D73187"
"Parlor! Parlor! 3 (Japan)","","","Parlor! Parlor! 3 (Japan).sfc","2621440","4159F4741DDF6C0D8091BBFAEDECA4D3","5699582C"
"Parlor! Parlor! 5 (Japan)","","","Parlor! Parlor! 5 (Japan).sfc","1572864","087C3604DFBB2937790906262ACD79CB","FE6C5DA7"
"Parlor! Parlor! IV CR (Japan)","","","Parlor! Parlor! IV CR (Japan).sfc","2097152","E419BC16949C999E615B42C0721DEEBD","F6D7210F"
"Parodius (Europe)","SNSP-PD-NOE","Europe","Parodius (Europe).sfc","1048576","59146E26B4FD75D74F953037868DEFA9","6FFA308C"
"Parodius Da! - Shinwa kara Owarai e (Japan)","SHVC-PD","Japan","Parodius Da! - Shinwa kara Owarai e (Japan).sfc","1048576","186E428570CA0EE7E4F46081416D3326","876DFD97"
"Peace Keepers, The (USA)","","USA","Peace Keepers, The (USA).sfc","2097152","9917261EF54D9FB42048A9EEF57D1EE3","8071E5DB"
"Peace Keepers, The (USA)","SNS-R6-USA","USA","Peace Keepers, The (USA).sfc","2097152","9917261EF54D9FB42048A9EEF57D1EE3","8071E5DB"
"Pebble Beach no Hatou New - Tournament Edition (Japan)","","","Pebble Beach no Hatou New - Tournament Edition (Japan).sfc","2097152","34E23CFB3C614607DB944DDBFCBDE3F2","0B6FB2F8"
"PGA European Tour (Europe)","","","PGA European Tour (Europe).sfc","1048576","AB689E7F367C039D8A0655611BBDDB8B","BE94E60D"
"PGA European Tour (USA)","SNS-AEPE-USA","USA","PGA European Tour (USA).sfc","1048576","F517CA4CFFBA9E977B243B06434C7972","914F2EA3"
"PGA Tour 96 (Europe)","","","PGA Tour 96 (Europe).sfc","2097152","AB7D5210186A01822F4D0DD3C2AF8001","C5AC2E72"
"PGA Tour 96 (USA)","SNS-A3GE-USA","USA","PGA Tour 96 (USA).sfc","2097152","DFA7FBCA475C837B75906A4DCB46356A","BC5DF071"
"PGA Tour 96 (USA) (Rev 1)","SNS-A3GE-USA","USA","PGA Tour 96 (USA) (Rev 1).sfc","2097152","2759AB6E44ED541CD5BEA4967B13930D","EF94EEC7"
"PGA Tour Golf (USA) (Rev 1)","","USA","PGA Tour Golf (USA) (Rev 1).sfc","524288","964E0CD05014C2FF700DC53BB5B5AB3C","0F218230"
"PGA Tour Golf (Europe)","SNSP-PG-UKV","Europe","PGA Tour Golf (Europe).sfc","524288","31EDE6C39F979B5DF8C8B5089C2DF989","5DAF9DBD"
"PGA Tour Golf (Japan) (En)","","","PGA Tour Golf (Japan) (En).sfc","524288","F6D10D83B5C66F695B5E16AE26411152","8A2D377E"
"PGA Tour Golf (USA)","SNS-PG-USA","USA","PGA Tour Golf (USA).sfc","524288","728E75A9E18AACDA7A092682A2D9F1F3","B6566944"
"Phalanx (Europe)","SNSP-PH-NOE","Europe","Phalanx (Europe).sfc","1048576","0630D7D38BAEE90A849A77722D54C395","1FD515D6"
"Phalanx (USA)","","USA","Phalanx (USA).sfc","1048576","6261DB3E834E245F99FB2072FC97FDE7","DC90A8AB"
"Phalanx (USA)","SNS-PH-USA","USA","Phalanx (USA).sfc","1048576","6261DB3E834E245F99FB2072FC97FDE7","DC90A8AB"
"Phalanx - The Enforce Fighter A-144 (Japan) (En)","","","Phalanx - The Enforce Fighter A-144 (Japan) (En).sfc","1048576","DE72DA17081CAFE62A9F035F7E71C8E5","561AEB8F"
"Phalanx - The Enforce Fighter A-144 (USA) (Beta)","","","Phalanx - The Enforce Fighter A-144 (USA) (Beta).sfc","1048576","0ADD8EEFE5F4549E07FAA4546F87FA2D","B1A32FE2"
"Phantom 2040 (Europe) (En,Fr,De)","SNSP-A24P-EUR","Europe","Phantom 2040 (Europe) (En,Fr,De).sfc","2097152","2269AE07AA776624792FE4CAC8BE1A24","14252650"
"Phantom 2040 (USA)","SNS-A24E-USA","USA","Phantom 2040 (USA).sfc","2097152","4BEE856AE5344291C10A10DA2BEA8D8D","35E8FB28"
"Phantom 2040 (USA) (Beta)","","","Phantom 2040 (USA) (Beta).sfc","2097152","482444BE86F2EBE5B0730F538B8E9BA3","D498F1D7"
"Picachu (World) (Unl) (Pirate)","","","Picachu (World) (Unl) (Pirate).sfc","2097152","6A42E0C883F21D92B1CE9BFBC6A159CC","892C6765"
"Picross NP Vol. 1 (Japan) (NP)","","","Picross NP Vol. 1 (Japan) (NP).sfc","1048576","25E9C4F973F67EDF48A69E9211E78E28","73F484A1"
"Picross NP Vol. 1 (Japan) (Rev 1) (NP)","none","Japan","Picross NP Vol. 1 (Japan) (Rev 1) (NP).sfc","1048576","5D103C68EDE69EA754701E26FF2350E0","E6F29429"
"Picross NP Vol. 2 (Japan) (NP)","","","Picross NP Vol. 2 (Japan) (NP).sfc","1048576","7CCD3D8FC102F5898F60E85D3A58344C","CA8BE5E9"
"Picross NP Vol. 2 (Japan) (Rev 1) (NP)","","","Picross NP Vol. 2 (Japan) (Rev 1) (NP).sfc","1048576","38DE95C1E45B718FA97A8648B0C60993","1DF8A75C"
"Picross NP Vol. 3 (Japan) (NP)","","","Picross NP Vol. 3 (Japan) (NP).sfc","1048576","054ECBA340B1E525BF276031C46F5421","23FC2BFC"
"Picross NP Vol. 3 (Japan) (Rev 1) (NP)","SHVC-BP3J","Japan","Picross NP Vol. 3 (Japan) (Rev 1) (NP).sfc","1048576","8C03F2BB64627ED688036D6C31E4F609","717243E7"
"Picross NP Vol. 4 (Japan) (Rev 1) (NP)","none","Japan","Picross NP Vol. 4 (Japan) (Rev 1) (NP).sfc","1048576","E48AE5D17E5B1134FED56F58B640FFF3","696778FA"
"Picross NP Vol. 4 (Japan) (NP)","","","Picross NP Vol. 4 (Japan) (NP).sfc","1048576","55A870D58C2EA285CB9CFCAE1CEA0A05","D2B32081"
"Picross NP Vol. 5 (Japan) (NP)","","","Picross NP Vol. 5 (Japan) (NP).sfc","1048576","6B8B0EAD545CBCA03A26A3D9DC1B811A","C0FBD6B4"
"Picross NP Vol. 5 (Japan) (Rev 1) (NP)","SHVC-BP5J","Japan","Picross NP Vol. 5 (Japan) (Rev 1) (NP).sfc","1048576","481C8C46F864BB434B5E2EF0CA3D263A","5AC117C9"
"Picross NP Vol. 6 (Japan) (Rev 1) (NP)","SHVC-BP6J","Japan","Picross NP Vol. 6 (Japan) (Rev 1) (NP).sfc","1572864","407A863F90B50BE7A41FC9171BF1C63F","B1D6A070"
"Picross NP Vol. 6 (Japan) (NP)","","","Picross NP Vol. 6 (Japan) (NP).sfc","1572864","D86F9B3598DB6C8F900AC2E12106B705","DA52DBC2"
"Picross NP Vol. 7 (Japan) (NP)","","","Picross NP Vol. 7 (Japan) (NP).sfc","1572864","542D560B32B49DD9B040260E0113A976","3FAB702D"
"Picross NP Vol. 8 (Japan) (NP)","","","Picross NP Vol. 8 (Japan) (NP).sfc","1572864","728878C15773D06B468DFFAE11B83E3F","A473148C"
"Pieces (USA)","","USA","Pieces (USA).sfc","1048576","F0DA10D1A7311FFDF1270DFB38CA3DBB","BB6C3C54"
"Pieces (USA)","SNS-Z5-USA","USA","Pieces (USA).sfc","1048576","F0DA10D1A7311FFDF1270DFB38CA3DBB","BB6C3C54"
"Pierre le Chef Is... Out to Lunch (Europe)","SNSP-P8-UKV","Europe","Pierre le Chef Is... Out to Lunch (Europe).sfc","1048576","630AF84D172B4BAAE8B0E70C1E0EA793","A9764A20"
"Pikiinya! (Japan)","","Japan","Pikiinya! (Japan).sfc","2097152","C20EDB9790B46C91F089B8AD0AABF285","9FE1B94A"
"Pikiinya! (Japan) (Beta)","","Japan","Pikiinya! (Japan) (Beta).sfc","2097152","114E0418FFD05BA93B3AE4FF9A728B60","AF56D062"
"Pilotwings (Europe)","SNSP-PW-UKV","Europe","Pilotwings (Europe).sfc","524288","B1E59F8246F1AB07670E5F1015189B3A","DEF45776"
"Pilotwings (Japan)","","Japan","Pilotwings (Japan).sfc","524288","55B2DB1758DCFB0582CCAFE6B0A763EC","77871727"
"Pilotwings (Japan)","SHVC-PW","Japan","Pilotwings (Japan).sfc","524288","55B2DB1758DCFB0582CCAFE6B0A763EC","77871727"
"Pilotwings (USA)","SNS-PW-USA","USA","Pilotwings (USA).sfc","524288","8DCB216BEED58C798B25DF55F62218D0","266C44ED"
"Pilotwings (USA)","SNS-PW-CAN","Canada","Pilotwings (USA).sfc","524288","8DCB216BEED58C798B25DF55F62218D0","266C44ED"
"Pinball Dreams (Europe)","SNSP-7D-SCN","Europe","Pinball Dreams (Europe).sfc","1048576","528ED4C8885EF13284F45467A8DC2A43","4C922F36"
"Pinball Dreams (Europe) (Beta)","","","Pinball Dreams (Europe) (Beta).sfc","1048576","D0F79962DE55BEE00DEDAE8E6F4E68E4","C8CCA577"
"Pinball Dreams (USA)","SNS-7D-USA","USA","Pinball Dreams (USA).sfc","1048576","1C00CCF183AD8A02C1A3223D649B4099","81107CE2"
"Pinball Fantasies (Europe)","SNSP-APFP-EUR","Europe","Pinball Fantasies (Europe).sfc","1048576","45CD17BAAFAF982F16E6EFD0B7CE178D","2A8F0E3B"
"Pinball Fantasies (USA)","","USA","Pinball Fantasies (USA).sfc","1048576","5A57AFCC8B3BDEF1F56CC24C152EB9FC","822AD378"
"Pinball Fantasies (USA)","SNS-APFE-USA","USA","Pinball Fantasies (USA).sfc","1048576","5A57AFCC8B3BDEF1F56CC24C152EB9FC","822AD378"
"Pinball Pinball (Japan)","","","Pinball Pinball (Japan).sfc","1048576","8AA7370F7D849F37EFDE838E2393C4C9","9BF79A7D"
"Pink Goes to Hollywood (Europe)","SNSP-YW-UKV","Europe","Pink Goes to Hollywood (Europe).sfc","1048576","C622B804B4C9282DAA58C67E553F150F","94DA9BD9"
"Pink Goes to Hollywood (USA)","SNS-YW-USA","USA","Pink Goes to Hollywood (USA).sfc","1048576","A547ADCAF7977CCD482278EDBBFAD684","8BAE9438"
"Pink Panther (Japan) (En)","","","Pink Panther (Japan) (En).sfc","1048576","C0AC4877C838AB7904B7341FD9399BC1","0D1B3812"
"Pinkie (USA) (Proto)","","USA","Pinkie (USA) (Proto).sfc","1048576","DA6C28B5D285C564F42712A914C6FC09","91C9D645"
"Pinocchio (Europe)","SNSP-ACGP-EUR","Europe","Pinocchio (Europe).sfc","3145728","65E80E5269CC964531289C7577AD92D5","2832C824"
"Pinocchio (Japan)","","","Pinocchio (Japan).sfc","3145728","B33958CF8CF078E804ECE42871DC5907","D9F5A47A"
"Pinocchio (USA)","","USA","Pinocchio (USA).sfc","3145728","085AEF23DF7C45E5EAB8209345ECE4CA","00FAD8FD"
"Pinocchio (USA)","SNS-ACGE-USA","USA","Pinocchio (USA).sfc","3145728","085AEF23DF7C45E5EAB8209345ECE4CA","00FAD8FD"
"Pipe Dream (Japan)","","Japan","Pipe Dream (Japan).sfc","524288","5348BBCD51477FC6DCF74334E8ED8190","AF2A3DFE"
